Location	Polarity
Arizona	0.12676073214979466
California	-0.05490660283405128
Virginia	0.03470474928531443
Florida	-0.05425826724022944
Georgia	0.093360683227618
Illinois	-0.028241572787779928
Massachusetts	0.05825375049577564
Missouri	0.07570561570617945
Minnesota	0.1006938485378258
New York	-0.021180716173978865
Pennsylvania	-0.009740525411954151
Texas	0.05261846409597252
Washington	0.16482784645996118
