Location	Polarity
California	0.0036097110053102486
Virginia	-0.004179276424675735
Illinois	-0.02041905160022259
Massachusetts	0.024148358000629373
New York	-0.027668739231338085
Pennsylvania	-0.03510493887620095
Texas	0.03714916105676462
